"id","pred"
0,0.00526339462545923
1,0
2,0
3,0.0902359257190632
4,0.0413289798527183
5,0.0524207701848086
6,0.0296018362712498
7,0.0421752162256317
8,0.168446847231728
9,0.148102316436532
10,0
11,0.11197211448527
12,0.0335165720181152
13,0.121447575141821
14,0.162701802788983
15,0.111646704659647
16,0
17,0
18,0.099978167739175
19,0.00566131826004951
20,0.0852618666956252
21,0.0106587668906174
22,0.120637194992911
23,0
24,0.162410333398796
25,0
26,0.0774190956337794
27,0
28,0
29,0.0533049519609323
30,0
31,0.0504966253988835
32,0.132006800535197
33,0
34,0.0618334530887896
35,0.0338565668969945
36,0.00615991212286676
37,0.0195563479323911
38,0.157331635973082
39,0.155258979879135
40,0.126060574173495
41,0
42,0.0474411877669008
43,0.0138289909487687
44,0.129537386731073
45,0.165441675549767
46,0.115441551727541
47,0.0444872887739728
48,0
49,0.165945774117461
50,0
51,0.150133646717521
52,0.081130684945096
53,0.0187889905776532
54,0.0166077690059617
55,0.114798882119066
56,0
57,0.0251069783358771
58,0
59,0
60,0.163122029348363
61,0.0101754177805475
62,0
63,0.162107192735112
64,0.120708969755867
65,0.084170548750719
66,0.0645830794595311
67,0.14318026047073
68,0
69,0.163669078580972
70,0.0467876294694428
71,0
72,0
73,0.0461507293143285
74,0.00286452426036307
75,0
76,0.161704274792965
77,0.1167395929908
78,0.174549946956987
79,0.107778891641733
80,0
81,0.122383225663138
82,0.0568055410551001
83,0
84,0.0164624021429173
85,0.0310365534019512
86,0
87,0.0296124683146417
88,0.122714514299162
89,0.0732971789111718
90,0.102711795597868
91,0.129820718675381
92,0.0549577490030767
93,0.1366806230677
94,0.0311016114597073
95,0.072332591831742
96,0.159190113105923
97,0.0310874171155884
98,0
99,0.0262999519870146
100,0
101,0
102,0.102548009831864
103,0.000361587251642065
104,0.0316121675081385
105,0.184040162165153
106,0
107,0.0662496652699676
108,0.00383387912044106
109,0
110,0.0678516173964771
111,0.0571177691297713
112,0.159116517220398
113,0.0311300968105603
114,0.0257767883307859
115,0.140931577523835
116,0.0170670380730455
117,0
118,0
119,0
120,0.16304189583464
121,0.064556510214947
122,0.1631805254944
123,0
124,0.117165948179722
125,0.116328552522298
126,0
127,0.142830100325966
128,0.0312162708583221
129,0.0312887771337108
130,0.0060968583468503
131,0.13825461798468
132,0.0446701506808573
133,0
134,0.155311390800835
135,0.0381022037732718
136,0.0566737078617657
137,0.146711388871435
138,0.142272983686258
139,0.0770509387631724
140,0.107308026394361
141,0.0316160248347217
142,0.0846362114214722
143,0.0278361801907463
144,0
145,0.111029000099994
146,0.0670981175404059
147,0.166731750549168
148,0.0318725451258677
149,0.146889530606183
150,0.144015217638469
151,0.14442329677565
152,0
153,0.163350342722062
154,0.0313109129067861
155,0
156,0.0849037782256441
157,0.166657213967781
158,0.0376311608597297
159,0.0788603189287878
160,0.163286197251805
161,0
162,0.163174892267473
163,0
164,0.0904096304917649
165,0
166,0
167,0.106834861176092
168,0.0529402348465408
169,0
170,0.0790491187695191
171,0.182402415698446
172,0.00922146436215525
173,0
174,0.0683897718933057
175,0
176,0
177,0.147285746977644
178,0.0807135772317744
179,0.0321725538146194
180,0.173191446445472
181,0.115917618794118
182,0
183,0.163370600307448
184,0.0964919644475533
185,0.0562315852960202
186,0.163198141973333
187,0.0401561223082805
188,0.0312828789464312
189,0
190,0.0733585404326383
191,0
192,0.00668361774061768
193,0.0226406527096694
194,0.0478403213948559
195,0
196,0.077210168673938
197,0
198,0
199,0
200,0
201,0
202,0.163295666650187
203,0.0146654276551681
204,0
205,0.160740153831538
206,0
207,0.101228594747145
208,0
209,0
210,0.0266754306003533
211,0.0852952773308907
212,0.100351786342736
213,0.0780988860531785
214,0.0299546484067862
215,0.0635743862596145
216,0.150899302310464
217,0.0202303068860958
218,0.158946731910103
219,0.163175280119355
220,0.1153546870562
221,0.147130705850052
222,0
223,0.0215198076632105
224,0.105351717849051
225,0
226,0.00402479897976206
227,0.00641181546766932
228,0.0318350710397033
229,0.0177179393415376
230,0.157851595406362
231,0.0913964298716799
232,0.163175009327314
233,0
234,0.0591294315282988
235,0
236,0
237,0.110268317008522
238,0.0312948741098643
239,0
240,0
241,0.0133510960259467
242,0.0607646483935564
243,0.174527340571799
244,0
245,0.122801582962468
246,0
247,0.0970367744267221
248,0.162595457907208
249,0
250,0.0312966018583719
251,0.037663995115439
252,0.0848453593015017
253,0.154183840343869
254,0.170860757906116
255,0.0147085138661813
256,0.152553620681154
257,0.04770262555493
258,0
259,0
260,0.0876721693190466
261,0
262,0.0336903494254745
263,0.118950490742353
264,0.0373309209014895
265,0.0869715017417897
266,0
267,0.0205971368298458
268,0.158893822886571
269,0
270,0.152403617807411
